,0
2130,https://nyheder.tv2.dk/samfund/2014-05-24-analyse-hver-tredje-dansker-over-64-aar-er-millionaer
2131,https://nyheder.tv2.dk/business/2014-05-21-500000-taber-penge-paa-pensionen
2132,https://nyheder.tv2.dk/krimi/2014-05-06-minister-om-se-og-hoer-kilde-det-er-forfaerdeligt
2133,https://search.tv2.dk?query=sygeplejerske 2014-05&sort=relevance&page=2
2134,https://search.tv2.dk?query=sygeplejerske 2014-05&sort=relevance&page=4
2135,https://nyheder.tv2.dk/external/e4237e96617c449794d8c60b62e41e56b6390351/noredirect
2136,https://nyheder.tv2.dk/politik/2014-05-06-grafik-faa-styr-paa-patentdomstolen
2137,https://nyheder.tv2.dk/udland/2014-05-18-bevaebnede-maend-angriber-libyens-parlament
2138,https://nyheder.tv2.dk/samfund/2014-05-18-n%C3%A6sten-10000-l%C3%B8bere-har-gennemf%C3%B8rt-regn-maraton
2139,https://tv.tv2.dk/2014-05-08-udviklingshaemmede-doer-af-uopdagede-lidelser
2140,https://nyheder.tv2.dk/udland/2014-05-01-firma-vi-har-fundet-vrag-der-kan-vaere-mh370
2141,https://nyheder.tv2.dk/samfund/2014-05-11-grand-prix-derfor-blev-juryafgoerelse-erklaeret-ugyldig
2142,https://sport.tv2.dk/fodbold/2014-05-25-her-afbryder-jublende-spillere-ancelottis-pressemoede
2143,https://nyheder.tv2.dk/external/b56cbe8249860bd285de8f3c50931aeb00cea24c/noredirect
2144,https://nyheder.tv2.dk/2014-05-30-fra-i-dag-kan-du-blive-glemt-paa-google
2145,https://search.tv2.dk?query=sygeplejerske 2014-05&sort=relevance&page=3
2146,https://search.tv2.dk?query=sygeplejerske 2014-05&sort=relevance&page=5
2147,https://nyheder.tv2.dk/2014-05-30-fra-i-dag-kan-du-blive-glemt-paa-google
2148,https://nyheder.tv2.dk/udland/2014-09-01-sygeplejersker-strejker-i-ebolaramte-liberia
2149,https://nyheder.tv2.dk/2014-05-20-live-thorning-skal-udspoerges-af-de-blaa
2150,https://vejr.tv2.dk/2014-05-15-her-er-marathonloebernes-bedste-og-vaerste-vejr
2151,https://nyheder.tv2.dk/politik/2014-05-12-valg-video-fra-folketinget-faa-oralsex-eller-taesk
2152,https://nyheder.tv2.dk/krimi/2014-08-13-aller-traekker-politiet-i-hoejesteret-i-se-og-hoer-sagen
2153,https://tv.tv2.dk/2014-05-03-banken-laegen-og-skat-saa-mange-kan-se-dine-oplysninger
2154,https://nyheder.tv2.dk/krimi/2014-07-10-politi-vil-gennemse-millioner-af-e-mails-i-se-og-hoer-sag
2155,https://tv.tv2.dk/article.php/id-28425580%3Asygeplejersken-monika-jeg-gr
2156,https://nyheder.tv2.dk/business/2015-04-30-boligejere-sover-sig-til-9400-kroner-hver-maaned
2157,https://search.tv2.dk?query=sygeplejerske 2014-05&sort=relevance&page=4
2158,https://search.tv2.dk?query=sygeplejerske 2014-05&sort=relevance&page=6
2159,https://nyheder.tv2.dk/samfund/2014-04-07-sygeplejersker-spilder-fire-millioner-timer-aarligt-paa-dokumentation
2160,https://tv.tv2.dk/2014-06-22-guide-til-studenter-her-er-hue-reglerne-du-skal-kende
2161,https://nyheder.tv2.dk/samfund/2014-04-30-fakta-de-havde-ansvaret-paa-se-og-hoer
2162,https://nyheder.tv2.dk/samfund/2014-03-24-sygehuse-nej-du-maa-ikke-filme-her
2163,https://nyheder.tv2.dk/2014-12-01-selvom-vinteren-er-langt-vaek-derfor-salter-de-til-morgen
2164,https://nyheder.tv2.dk/krimi/2014-06-30-sygeplejerske-stjal-penge-fra-syge-boern
2165,https://nyheder.tv2.dk/samfund/2014-01-24-tuberkulose-breder-sig-i-danmark
2166,https://nyheder.tv2.dk/samfund/2014-07-04-tina-mister-erstatning-ventede-ikke-otte-timer-paa-laegen
2167,https://nyheder.tv2.dk/samfund/2014-06-19-fertilitetsbehandlingen-virkede-ikke-nanna-dumpede-ned-i-et-sort-hul
2168,https://nyheder.tv2.dk/samfund/2014-06-18-betina-fik-depression-under-fertilitetsbehandling-foelte-mig-efterladt
2169,https://search.tv2.dk?query=sygeplejerske 2014-06&sort=relevance&page=2
2170,https://nyheder.tv2.dk/samfund/2014-06-18-betina-fik-depression-under-fertilitetsbehandling-foelte-mig-efterladt
2171,https://nyheder.tv2.dk/samfund/2014-12-15-forhandlingerne-starter-ingen-tror-paa-overenskomst-slagsmaal-i-2015
2172,https://nyheder.tv2.dk/samfund/2014-03-14-nationalmuseet-udstiller-danmarks-foerste-fixerum
2173,https://vejr.tv2.dk/2014-12-03-solskin-til-nogle-af-os-i-dag-er-du-heldig
2174,https://nyheder.tv2.dk/samfund/2014-06-26-rasende-laesere-revser-matas-magasin-pigen-er-jo-syg
2175,https://nyheder.tv2.dk/2014-06-27-mager-model-i-sundhedsmagasin-skaber-livlig-debat-paa-facebook
2176,https://nyheder.tv2.dk/samfund/2014-03-31-1813-kaedes-sammen-med-doedsfald
2177,https://nyheder.tv2.dk/samfund/2014-10-01-foraeldre-i-krig-der-har-naesten-staaet-mord-i-oejnene-paa-os
2178,https://sport.tv2.dk/fodbold/2014-09-17-dansk-malmo-ff-keeper-tager-ansvaret-for-tevez-scoring
2179,https://nyheder.tv2.dk/udland/2014-06-10-usa-elev-og-gerningsmand-draebt-ved-skoleskyderi
2180,https://search.tv2.dk?query=sygeplejerske 2014-06&sort=relevance&page=1
2181,https://search.tv2.dk?query=sygeplejerske 2014-06&sort=relevance&page=3
2182,https://nyheder.tv2.dk/2014-04-09-se-hvor-det-er-vaerst-145000-job-mangler-stadig
2183,https://underholdning.tv2.dk/2014-06-27-model-boss-efter-heftig-matas-debat-model-er-ikke-syg
2184,https://nyheder.tv2.dk/external/c7d18ab3e2c7bef2f76e5a53f1c0a28d6e29c337/noredirect
2185,https://nyheder.tv2.dk/2014-06-26-plejehjem-broed-ogsaa-loven-boede-paa-50000-kr-for-ulovligt-arbejde
2186,https://nyheder.tv2.dk/2014-09-03-v-og-r-begejstrede-for-hjaelp-til-skilsmisseboern
2187,https://nyheder.tv2.dk/samfund/2014-06-19-ufrivillig-barnl%C3%B8shed-her-er-ekspertens-r%C3%A5d
2188,https://livsstil.tv2.dk/sundhed/2014-09-18-kaya-bruel-saadan-kickstarter-jeg-min-dag
2189,https://nyheder.tv2.dk/business/2014-06-26-psykisk-syge-hentes-hjem-fra-ferie
2190,https://nyheder.tv2.dk/samfund/2014-06-04-regnskabskaos-i-genbrugskoncern
2191,https://nyheder.tv2.dk/udland/2014-06-18-40-indiske-bygningsarbejdere-bortfoert-i-irak
2192,https://search.tv2.dk?query=sygeplejerske 2014-06&sort=relevance&page=2
2193,https://search.tv2.dk?query=sygeplejerske 2014-06&sort=relevance&page=4
2194,https://nyheder.tv2.dk/business/2014-06-11-topdanmark-taber-skattesag
2195,https://sport.tv2.dk/fodbold/2014-06-20-messi-kraever-et-mere-offensivt-argentina
2196,https://nyheder.tv2.dk/2014-06-12-folkemoede-det-ville-danskerne-have-svar-paa
2197,https://nyheder.tv2.dk/politik/2014-06-04-kaare-r-skou-tog-fusen-paa-alle-derfor-fik-jeg-ret-med-loekke
2198,https://nyheder.tv2.dk/business/2014-06-04-matas-venter-fortsat-mere-salg
2199,https://nyheder.tv2.dk/2014-06-06-hver-sjette-kvinde-i-fertilitetsbehandling-bliver-depressiv
2200,https://nyheder.tv2.dk/2014-06-06-nu-kan-du-foelge-cia-se-deres-sjove-twitter-start
2201,https://vejr.tv2.dk/2014-06-07-gode-chancer-for-at-se-pinsesolen-danse
2202,https://nyheder.tv2.dk/business/2014-06-04-slagteri-paa-bornholm-er-reddet
2203,https://nyheder.tv2.dk/business/2014-06-06-boligpriserne-gaar-i-vejret-tjek-selv-prisen-i-din-kommune
2204,https://search.tv2.dk?query=sygeplejerske 2014-06&sort=relevance&page=3
2205,https://search.tv2.dk?query=sygeplejerske 2014-06&sort=relevance&page=5
2206,https://nyheder.tv2.dk/business/2014-06-06-boligpriserne-gaar-i-vejret-tjek-selv-prisen-i-din-kommune
2207,https://sport.tv2.dk/fodbold/2014-06-27-se-alle-vm-s-straffesparkmaal
2208,https://nyheder.tv2.dk/samfund/2014-06-10-laege-besoeger-sine-patienter-de-var-bekymrede
2209,https://nyheder.tv2.dk/tech/2014-06-03-guldager-apples-tyveri-ved-hoejlys-dag
2210,https://nyheder.tv2.dk/udland/2014-06-22-han-blev-udpeget-til-syndebuk-familien-kraever-lockerbie-sag-genoptaget
2211,https://nyheder.tv2.dk/external/ad1bb3ce3e24a46d8a3a4ce61a9ac78cebea7a56/noredirect
2212,https://tv.tv2.dk/2014-06-14-da-min-foedsel-kom-i-vejen-for-vm-fodbold
2213,https://nyheder.tv2.dk/external/1cfd6d18ab8cae69f050799519d4654c653dcd6e/noredirect
2214,https://nyheder.tv2.dk/krimi/2014-12-10-aeldre-narres-af-tricktyve-her-er-de-mange-metoder-du-boer-kende
2215,https://nyheder.tv2.dk/2014-08-15-patienter-doer-i-weekenderne-partier-kraever-redegoerelse
2216,https://search.tv2.dk?query=sygeplejerske 2014-06&sort=relevance&page=4
2217,https://search.tv2.dk?query=sygeplejerske 2014-06&sort=relevance&page=6
2218,https://nyheder.tv2.dk/nyheder/article.php/id-17725605:vestas-glade-for-obama.html
2219,https://tv.tv2.dk/article.php/id-28972003%3Ajakob-jeg-%20kender%20-ikke-sakhis-sk%C3%A6bne.html
2220,https://tv.tv2.dk/articlenew.php/id-28055008%3Achef-p%25C3%25A5-felthospitalet-jens-tingleff-52-%25C3%25A5r.html
2221,https://nyheder.tv2.dk/external/9d1488bc608f8b04f32bcb827960813f347c1e06/noredirect
2222,https://search.tv2.dk?query=sygeplejerske 2014-06&sort=relevance&page=5
2223,https://nyheder.tv2.dk/samfund/2014-04-06-sygeplejerske-maa-lade-patienter-lugte
2224,https://nyheder.tv2.dk/udland/2014-10-07-ebola-smittet-norsk-kvinde-fragtes-hjem-i-specialbygget-jet
2225,https://nyheder.tv2.dk/business/2014-04-24-svensk-loenforsoeg-arbejd-seks-timer-faa-fuld-loen
2226,https://nyheder.tv2.dk/udland/2014-04-01-laeger-advarer-ebola-epidemi-er-uden-fortilfaelde
2227,https://tv.tv2.dk/2014-07-30-karakterraes-her-er-aarets-hoejdespringere
2228,https://nyheder.tv2.dk/udland/2014-03-16-valg-i-krudttoenden-krim-se-historiens-tidslinje
2229,https://nyheder.tv2.dk/business/2014-03-06-saadan-saetter-kvinder-fut-i-karrieren
2230,https://tv.tv2.dk/2014-10-13-de-fortalte-ikke-at-mor-havde-kraeft
2231,https://nyheder.tv2.dk/business/2014-06-26-psykisk-syge-hentes-hjem-fra-ferie
2232,https://nyheder.tv2.dk/business/2014-01-14-populaert-kursus-for-ledige-i-fare
2233,https://search.tv2.dk?query=sygeplejerske 2014-07&sort=relevance&page=2
2234,https://nyheder.tv2.dk/business/2014-01-14-populaert-kursus-for-ledige-i-fare
2235,https://nyheder.tv2.dk/business/2014-11-06-nordjysk-bankfusion-standset
2236,https://nyheder.tv2.dk/udland/2014-07-26-gaza-vaabenhvile-i-12-timer
2237,https://nyheder.tv2.dk/business/2014-08-11-260000-pensionsopsparinger-i-fare-selskabskollaps-truer
2238,https://nyheder.tv2.dk/business/2014-09-22-indsats-mod-momsfusk-giver-pote
2239,https://nyheder.tv2.dk/business/2014-11-20-topchef-afsloerer-vestas-sejlede
2240,https://nyheder.tv2.dk/business/2014-05-21-500000-taber-penge-paa-pensionen
2241,https://nyheder.tv2.dk/politik/2014-11-11-kommentator-roede-partier-laver-saelger-kaj-med-sundhedsaftale
2242,https://vejr.tv2.dk/2014-01-11-regnfuld-loerdag-ender-i-byger-og-blaest
2243,https://nyheder.tv2.dk/udland/2014-07-05-egypten-broderskabs-leder-idoemt-livsvarigt-faengsel
2244,https://search.tv2.dk?query=sygeplejerske 2014-07&sort=relevance&page=1
2245,https://search.tv2.dk?query=sygeplejerske 2014-07&sort=relevance&page=3
2246,https://nyheder.tv2.dk/2014-12-04-forsker-kun-faa-har-brug-for-vitaminpiller
2247,https://sport.tv2.dk/haandbold/2014-01-06-problemerne-fortsaetter-wilbek-indkalder-ny-floej
2248,https://nyheder.tv2.dk/samfund/2014-12-28-laeger-privatstyrede-laegeklinikker-rammer-patienten
2249,https://nyheder.tv2.dk/business/2014-06-04-slagteri-paa-bornholm-er-reddet
2250,https://sport.tv2.dk/2014-01-07-wozniacki-ude-efter-overraskende-nederlag
2251,https://nyheder.tv2.dk/2014-07-23-faldt-om-paa-bakken-tidligere-metal-formand-georg-poulsen-er-doed
2252,https://nyheder.tv2.dk/2014-07-04-7000-piskesmaelds-patienter-venter-maaneder-paa-svar
2253,https://nyheder.tv2.dk/samfund/2014-07-04-tina-mister-erstatning-ventede-ikke-otte-timer-paa-laegen
2254,https://tv.tv2.dk/2014-07-30-top-10-her-er-de-mest-populaere-studier
2255,https://nyheder.tv2.dk/krimi/2014-07-10-politi-vil-gennemse-millioner-af-e-mails-i-se-og-hoer-sag
2256,https://search.tv2.dk?query=sygeplejerske 2014-07&sort=relevance&page=2
2257,https://search.tv2.dk?query=sygeplejerske 2014-07&sort=relevance&page=4
2258,https://nyheder.tv2.dk/krimi/2014-07-22-fingrene-vaek-hoejesteret-slaar-bak-i-se-og-hoer-sag
2259,https://nyheder.tv2.dk/samfund/2014-07-13-stadig-flere-boern-og-unge-rammes-af-uforklarlig-diabetes
2260,https://nyheder.tv2.dk/krimi/2014-07-08-her-er-historien-om-en-lysende-ung-mand-og-drabet-i-koedbyen
2261,https://nyheder.tv2.dk/external/e5043c307eafc325789cc2fa3492b0dbd4aef595/noredirect
2262,https://nyheder.tv2.dk/samfund/2014-07-15-tv-cirkuselefanter-faar-sig-en-dukkert
2263,https://nyheder.tv2.dk/samfund/2014-07-06-dansk-industri-forudser-mangel-paa-ingenioerer
2264,https://tv.tv2.dk/2014-07-07-stem-hvad-er-den-bedste-tv-serieafslutning
2265,https://nyheder.tv2.dk/business/2014-07-08-unge-halter-bagud-med-nemid
2266,https://livsstil.tv2.dk/sundhed/2014-07-21-enke-faar-130-milliarder-i-erstatning-troede-de-sagde-millioner
2267,https://nyheder.tv2.dk/business/2014-07-16-bundskat-politikeres-nye-skrue
2268,https://search.tv2.dk?query=sygeplejerske 2014-07&sort=relevance&page=3
2269,https://search.tv2.dk?query=sygeplejerske 2014-07&sort=relevance&page=5
2270,https://nyheder.tv2.dk/business/2014-07-16-apple-og-ibm-fletter-fingre-i-nyt-taet-samarbejde
2271,https://nyheder.tv2.dk/external/b03b9974eecb859a42e1e58917ff6b68248469f5
2272,https://sport.tv2.dk/fodbold/2014-07-11-brasilianske-stjerner-bronze-mindsker-ikke-smerten
2273,https://nyheder.tv2.dk/external/9211b86af1790817233aff7489a021939cbf83e7/noredirect
2274,https://nyheder.tv2.dk/udland/2014-07-18-ekspert-flykatastrofe-kan-udloese-ny-kold-krig
2275,https://nyheder.tv2.dk/external/518e01294322106689d0f88c647b6f5311700f49/noredirect
2276,http://nyheder.tv2.dk/external/a7e23575d0b320cd98746e33fcd3931ac992d856/noredirect
2277,https://sport.tv2.dk/fodbold/2014-07-15-overrasket-hobro-traener-vi-bliver-doemt-ude-paa-forhaand
2278,https://nyheder.tv2.dk/business/2014-07-28-rusland-faar-milliardsmaek-i-retten
2279,https://tvtid.tv2.dk/2014-07-10-L%C3%A6serne%3A-Her-er-den-bedste-tv-serieafslutning?qt-top_5_tv_nyheder=0
2280,https://search.tv2.dk?query=sygeplejerske 2014-07&sort=relevance&page=4
2281,https://search.tv2.dk?query=sygeplejerske 2014-07&sort=relevance&page=6
2282,https://tvtid.tv2.dk/2014-07-10-L%C3%A6serne%3A-Her-er-den-bedste-tv-serieafslutning?qt-top_5_tv_nyheder=0
2283,https://livsstil.tv2.dk/mad/opskrifter/chokoladekage-fondant
2284,https://sport.tv2.dk/external/37d8f4f24632f0b83a03b23946a89b6efea68216/noredirect
2285,https://sport.tv2.dk/external/57f2b3b5d863aa424c11e65ecff345a9faa3cb98/noredirect
2286,https://tvtid.tv2.dk/nytomtv/article.php/id-26623479.html
2287,https://nyheder.tv2.dk/external/f5f9d423446b1e97f5228a3f4cf71e918b150d3d/noredirect
2288,https://search.tv2.dk?query=sygeplejerske 2014-07&sort=relevance&page=5
2289,https://livsstil.tv2.dk/sundhed/2014-03-27-it-system-stresser-sygeplejersker-paa-1813
2290,https://nyheder.tv2.dk/samfund/2014-06-18-betina-fik-depression-under-fertilitetsbehandling-foelte-mig-efterladt
2291,https://nyheder.tv2.dk/udland/2014-01-13-rodman-undskyld-undskyld-undskyld
2292,https://nyheder.tv2.dk/samfund/2014-08-08-lang-ventetid-plager-stadig-akuttelefon
2293,https://tv.tv2.dk/2014-07-30-top-10-her-er-de-mest-populaere-studier
2294,https://nyheder.tv2.dk/business/2014-09-03-regionernes-direktoerloen-slipper-for-sparekniven
2295,https://nyheder.tv2.dk/udland/2014-03-16-valg-i-krudttoenden-krim-se-historiens-tidslinje
2296,https://nyheder.tv2.dk/politik/2014-05-16-laeger-om-psykiatri-plan-ligestilling-rykker-naermere
2297,https://nyheder.tv2.dk/2014-10-02-leder-efter-overlevende-paa-vulkan
2298,https://nyheder.tv2.dk/business/2014-03-14-sas-lander-regnskab-med-underskud
2299,https://search.tv2.dk?query=sygeplejerske 2014-08&sort=relevance&page=2
2300,https://nyheder.tv2.dk/business/2014-03-14-sas-lander-regnskab-med-underskud
2301,https://nyheder.tv2.dk/2014-10-21-ubaadsjagt-svenskerne-leder-videre-for-fuld-styrke
2302,https://nyheder.tv2.dk/2014-01-14-familiefar-skudt-i-biograf-svarede-paa-datters-sms
2303,https://nyheder.tv2.dk/samfund/2014-12-27-laege-jeg-spilder-min-tid-bag-et-skrivebord
2304,https://nyheder.tv2.dk/2014-10-22-dansk-selskab-skal-lave-ebola-vaccine
2305,https://nyheder.tv2.dk/udland/2014-10-28-danskerne-ebola-vil-ogsaa-ramme-danmark
2306,https://nyheder.tv2.dk/krimi/2014-02-14-faengselsbetjente-frygter-fejlmedicinering-af-indsatte
2307,https://nyheder.tv2.dk/business/2014-06-04-matas-venter-fortsat-mere-salg
2308,https://tv.tv2.dk/2014-07-07-stem-hvad-er-den-bedste-tv-serieafslutning
2309,https://nyheder.tv2.dk/business/2014-02-19-folk-paa-kontanthjaelp-er-haardt-ramt
2310,https://search.tv2.dk?query=sygeplejerske 2014-08&sort=relevance&page=1
2311,https://search.tv2.dk?query=sygeplejerske 2014-08&sort=relevance&page=3
2312,https://nyheder.tv2.dk/samfund/2014-05-18-n%C3%A6sten-10000-l%C3%B8bere-har-gennemf%C3%B8rt-regn-maraton
2313,https://nyheder.tv2.dk/2014-08-08-forsker-ebola-kan-ramme-danmark
2314,https://nyheder.tv2.dk/krimi/2014-08-13-aller-traekker-politiet-i-hoejesteret-i-se-og-hoer-sagen
2315,https://nyheder.tv2.dk/udland/2014-03-07-vagt-gr%C3%A6dende-pistorius-kom-ned-med-reeva
2316,https://nyheder.tv2.dk/samfund/2014-04-05-naegter-uniform-med-korte-aermer-pga-religion
2317,https://nyheder.tv2.dk/business/2014-03-05-bunker-sejler-ind-paa-boersen
2318,https://nyheder.tv2.dk/business/2014-11-18-julegaven-fra-chefen-bliver-stoerre-i-aar
2319,https://nyheder.tv2.dk/udland/2014-08-06-svensk-skovbrand-truer-verdensarv
2320,https://nyheder.tv2.dk/samfund/2014-11-17-region-oensker-at-afskaffe-laegeboliger
2321,https://nyheder.tv2.dk/samfund/2014-08-17-kaos-paa-sygehus-patienter-ligger-paa-gangene
2322,https://search.tv2.dk?query=sygeplejerske 2014-08&sort=relevance&page=2
2323,https://search.tv2.dk?query=sygeplejerske 2014-08&sort=relevance&page=4
2324,https://nyheder.tv2.dk/udland/2014-08-17-29-ebola-patienter-flygter-under-angreb-paa-klinik
2325,https://nyheder.tv2.dk/2014-08-15-patienter-doer-i-weekenderne-partier-kraever-redegoerelse
2326,https://nyheder.tv2.dk/business/2014-08-11-260000-pensionsopsparinger-i-fare-selskabskollaps-truer
2327,https://nyheder.tv2.dk/2014-08-15-laeges-opraab-patienter-doer-kom-nu
2328,https://nyheder.tv2.dk/politik/2014-08-15-minister-kraever-svar-om-overdoedelighed-i-weekender
2329,https://nyheder.tv2.dk/politik/2014-08-14-sundhedspakke-rykker-lavtuddannede-frem-i-koeen
2330,https://nyheder.tv2.dk/politik/2014-08-26-regeringen-vil-tillade-apoteker-paa-sygehusene
2331,https://nyheder.tv2.dk/samfund/2014-08-01-sidste-danske-soldater-forlader-camp-bastion-foer-tid
2332,https://nyheder.tv2.dk/tech/2014-08-25-defekt-iphone-batteri-saadan-ombytter-du-det-til-et-nyt
2333,https://nyheder.tv2.dk/udland/2014-08-17-mand-skudt-ned-under-protester-i-ferguson
2334,https://search.tv2.dk?query=sygeplejerske 2014-08&sort=relevance&page=3
2335,https://search.tv2.dk?query=sygeplejerske 2014-08&sort=relevance&page=5
2336,https://nyheder.tv2.dk/2014-08-01-ebola-smittede-amerikanere-paa-vej-hjem
2337,https://nyheder.tv2.dk/politik/2014-08-06-loekke-roser-barfoed-han-tog-ansvar-i-en-svaer-tid
2338,https://sport.tv2.dk/fodbold/2014-08-29-aab-boss-ikke-meget-sex-i-den-pulje
2339,https://nyheder.tv2.dk/krimi/2014-08-10-fars-opraab-efter-overfald-paa-soen-hvorfor-hjaelper-ingen
2340,https://nyheder.tv2.dk/business/2014-08-11-pensionschef-til-260000-kunder-jeres-formuer-er-sikret
2341,https://nyheder.tv2.dk/external/1fff331a1cdc1f0016a269cf4850be652ec3f325/noredirect
2342,https://nyheder.tv2.dk/samfund/2014-08-22-tv-2-chef-vi-producerer-en-del-positive-historier
2343,https://nyheder.tv2.dk/politik/2014-08-25-analyse-kritik-har-gjort-indtryk-s-bloeder-op-om-dagpenge
2344,https://nyheder.tv2.dk/external/6dd4c7f2e8af0ff94c829921473bb88d1720f5b5/noredirect
2345,https://nyheder.tv2.dk/business/2014-08-26-krohn-forstaa-dansk-oekonomi-paa-to-minutter
2346,https://search.tv2.dk?query=sygeplejerske 2014-08&sort=relevance&page=4
2347,https://search.tv2.dk?query=sygeplejerske 2014-08&sort=relevance&page=6
2348,https://nyheder.tv2.dk/business/2014-08-26-krohn-forstaa-dansk-oekonomi-paa-to-minutter
2349,https://nyheder.tv2.dk/external/abeebc5bc49eabe7fc86ed4f679ab881b7a6381e/noredirect
2350,https://nyheder.tv2.dk/external/78a076a61d1b67787d5e3a891c3c495b040e2da9/noredirect
2351,http://nyheder.tv2.dk/external/93420c35a54c6c6bbda56f9634c3af55e454268e/noredirect
2352,https://nyheder.tv2.dk/krimi/2014-08-28-tre-eftersoegte-for-blodigt-overfald-har-meldt-sig-selv
2353,https://nyheder.tv2.dk/krimi/2014-08-13-drama-i-nat-bombealarm-ved-nationalbanken
2354,https://tvtid.tv2.dk/nytomtv/article.php/id-47062754%3Agav-en-nyre-og-fik-tak-af-bubber.html
2355,https://nyheder.tv2.dk/external/24a69267598461944302aaec617af6e70baf32e6/noredirect
2356,https://tvtid.tv2.dk/nytomtv/article.php/id-39332806%3Any-l%C3%83%C6%92
2357,https://nyheder.tv2.dk/external/da28da0640690562b26dbccf90a54c837af06111/noredirect
2358,https://search.tv2.dk?query=sygeplejerske 2014-08&sort=relevance&page=5
2359,https://search.tv2.dk?query=sygeplejerske 2014-08&sort=relevance&page=7
2360,https://nyheder.tv2.dk/external/857a8cc653d934110b77afc81784b7b96b61504f/noredirect
2361,https://search.tv2.dk?query=sygeplejerske 2014-08&sort=relevance&page=6
2362,https://nyheder.tv2.dk/samfund/2014-12-26-chokeret-saa-lang-tid-bruger-sygeplejerske-ikke-paa-patienterne
2363,https://nyheder.tv2.dk/samfund/2014-04-19-sygeplejersker-faar-kaerlighedsbreve-og-doedstrusler-i-fritiden
2364,https://nyheder.tv2.dk/samfund/2014-12-26-laeger-og-sygeplejersker-vi-spilder-vores-tid
2365,https://nyheder.tv2.dk/2014-06-27-mager-model-i-sundhedsmagasin-skaber-livlig-debat-paa-facebook
2366,https://vejr.tv2.dk/2014-03-13-sidste-flotte-foraarsdag-i-denne-omgang
2367,https://sport.tv2.dk/fodbold/2014-01-21-argentinsk-fodboldlegende-i-bilulykke
2368,https://nyheder.tv2.dk/samfund/2014-04-01-formand-derfor-skal-laeger-ikke-tage-akuttelefonen
2369,https://nyheder.tv2.dk/udland/2014-09-01-sygeplejersker-strejker-i-ebolaramte-liberia
2370,https://nyheder.tv2.dk/udland/2014-10-17-amerikanske-soldater-er-sat-ind-mod-ebola-i-liberia
2371,https://nyheder.tv2.dk/samfund/2014-04-07-sygeplejeraad-retter-skarp-kritik-mod-danske-regioner
2372,https://search.tv2.dk?query=sygeplejerske 2014-09&sort=relevance&page=2
2373,https://nyheder.tv2.dk/samfund/2014-04-07-sygeplejeraad-retter-skarp-kritik-mod-danske-regioner
2374,https://tv.tv2.dk/2014-06-22-guide-til-studenter-her-er-hue-reglerne-du-skal-kende
2375,https://nyheder.tv2.dk/politik/2014-09-25-r-andre-tal-viser-hvad-danskere-paa-dagpenge-laver
2376,https://nyheder.tv2.dk/politik/2014-11-11-finanslov-med-saelger-kaj
2377,https://nyheder.tv2.dk/samfund/2014-01-27-it-kaos-ubetalte-regninger-for-400-mio
2378,https://nyheder.tv2.dk/samfund/2014-04-09-seerne-bakker-op-derfor-skal-aamund-have-aktiv-doedshjaelp
2379,https://nyheder.tv2.dk/2014-10-22-dansk-selskab-skal-lave-ebola-vaccine
2380,https://nyheder.tv2.dk/politik/2014-09-21-ny-dansk-naturfond-er-en-realitet
2381,https://nyheder.tv2.dk/business/2014-02-21-matas-oeger-omsaetning-og-indtjening
2382,https://nyheder.tv2.dk/politik/2014-10-14-enhedslisten-kraever-reelt-loeft-af-aeldreplejen
2383,https://search.tv2.dk?query=sygeplejerske 2014-09&sort=relevance&page=1
2384,https://search.tv2.dk?query=sygeplejerske 2014-09&sort=relevance&page=3
2385,https://nyheder.tv2.dk/business/2014-12-23-smaa-justeringer-i-vaeksten-herhjemme
2386,https://nyheder.tv2.dk/krimi/2014-08-28-tre-eftersoegte-for-blodigt-overfald-har-meldt-sig-selv
2387,https://nyheder.tv2.dk/business/2014-07-08-unge-halter-bagud-med-nemid
2388,https://nyheder.tv2.dk/business/2014-03-12-danske-ecco-lander-rekordresultat
2389,https://nyheder.tv2.dk/2014-08-15-laeges-opraab-patienter-doer-kom-nu
2390,https://tv.tv2.dk/2014-05-08-udviklingshaemmede-doer-af-uopdagede-lidelser
2391,https://sport.tv2.dk/fodbold/2014-06-27-se-alle-vm-s-straffesparkmaal
2392,https://nyheder.tv2.dk/udland/2014-07-26-gaza-vaabenhvile-i-12-timer
2393,https://nyheder.tv2.dk/samfund/2014-09-26-ansatte-presses-af-ustandselige-aendringer-paa-jobbet
2394,https://nyheder.tv2.dk/politik/2014-08-25-analyse-kritik-har-gjort-indtryk-s-bloeder-op-om-dagpenge
2395,https://search.tv2.dk?query=sygeplejerske 2014-09&sort=relevance&page=2
2396,https://search.tv2.dk?query=sygeplejerske 2014-09&sort=relevance&page=4
2397,https://nyheder.tv2.dk/udland/2014-09-11-tv-se-elefantungen-flyve
2398,https://sport.tv2.dk/2014-09-07-sarkastisk-magnussen-om-ny-straf-bliver-bedre-og-bedre
2399,https://nyheder.tv2.dk/business/2014-10-15-okonom-om-tysk-nedjustering-det-kan-koste-danske-jobs
2400,https://nyheder.tv2.dk/business/2014-09-03-regionernes-direktoerloen-slipper-for-sparekniven
2401,https://sport.tv2.dk/fodbold/2014-07-15-overrasket-hobro-traener-vi-bliver-doemt-ude-paa-forhaand
2402,https://livsstil.tv2.dk/sundhed/2014-04-01-saadan-opdager-du-stress
