titles,sub_header,h2,content,author,tag,date,link,source
Liberal Alliance: SF er nationale socialister,Liberal Alliances arbejdsmarkedsordfører går langt i anklage mod Socialistisk Folkeparti.,SF: LA er usolidariske,"Torsdag aften stod en række fremtrædende politikere og debattører klar i Debatten til at diskutere, om Danmarks velfærd og lønninger kan fastholdes på nuværende niveau. Ifølge SF og fagforbundet 3F skal udlændinge, der arbejder i Danmark, sikres en løn på danske vilkår - men det er usolidarisk, mener Liberal Alliance. - Det er sådan en form for national socialisme, sagde partiets arbejdsmarkedsordfører, Joachim B. Olsen. De to ord i sammenhæng leder uvægerligt tankerne hen på nationalsocialisme og fik også SF's formand til at spærre øjnene op. - Nu går du virkelig over grænsen, Joachim, lød reaktionen fra Pia Olsen Dyhr, der fik Joachim B. Olsen til at uddybe. - Nej, jeg går ikke over grænsen. Det er en form for national socialisme. Altså noget nationalt, der handler om, at vi skal skærme os af fra konkurrence internt, og at de arbejdere, som findes ude i verden, skal holdes væk. Det, synes jeg er en mærkelig form for solidaritet, sagde arbejdsmarkedsordføreren. Ifølge Pia Olsen Dyhr er det imidlertid Liberal Alliance, der er usolidariske, når de ikke vil sikre udenlandske arbejdere ordentlige arbejdsvilkår. - Vi er meget optaget af de forhold, de her mennesker (udenlandske chauffører, red.) lever under. De lever på rastepladser med et gasblus til daglig. Det er ikke international solidaritet at behandle dem på den måde, men at sørge for, at de kører på ordentlige løn- og arbejdsvilkår, sagde SF's formand.",Bjarke Hartmeyer,Politik,2014-11-06T21:51:00+00:00,https://www.dr.dk/nyheder/politik/liberal-alliance-sf-er-nationale-socialister,DR
DR i Grønland: Partikongen i blå anorak modtaget som rockstjerne,Siumutleder Kim Kielsen skal forsøge at danne regering. ,Sømand og politimand Nu venter et større puslespil,"Manden, der beskriver sig selv som barn af naturen, blev modtaget som rockstjerne, efter Siumut-partiet knebent har vundet valget i Grønland. 48-årige Kim Kielsen står i spidsen for det sejrende parti, der efter det tætte valg ser ud til at skulle lede forhandlingerne om at danne en ny grønlandsk regering. Der var sang, dans og jubel, da valgets store vinder ankom til valgfest i Nuuk i sin blå anorak. Kim Kielsen skulle bane sig vej igennem horder af hvinende partimedlemmer og uddelte lange kram til højre og venstre, inden han gik på scenen og holdt sin sejrstale. På trods af at Siumuts forhenværende formand og Grønlands tidligere landsstyreformand Aleqa Hammond måtte trække sig fra posten som landsstyreformand efter en sag om sammenblanding af sin private økonomi og offentlige kroner, blev Siumut igen grønlands største parti ved valget med 34,3 procent af stemmerne. Kim Kielsen har siddet som fungerende landsstyreformand, siden Hammons skandalesag fik hende til at trække sig som både regeringsleder og partiformand. Han er oprindeligt sømand, men har uddannet sig til politimand. Han har været medlem af landstinget siden 2005 og blev første gang minister i 2007. Men det blev et gyservalg. For Partiet Inuit Ataqatigiit (IA) med Sara Olsvig i spidsen måtte se sig slået med kun 326 stemmer, da valgresultatet lå klart omkring klokken seks lørdag morgen dansk tid. IA fik 33,2 procent af stemmerne. Det bliver dog lidt af et puslespil at løse, før en ny regering er på plads, idet ingen af de to største partier kan mønstre de 16 mandater, det kræver for at få det nødvendige flertal. Begge får 11 mandater i det grønlandske parlament. Det betyder, at de mindre partier i Grønland vil få en nøglerolle i regeringsdannelsen. Det forventes, at den tidligere landsstyreformand Hans Enoksen kommer til at sidde med afgørende kort på hånden, fordi han kan pege på en landsstyreformand. Hvis ikke det lykkes Kim Kielsen at danne en regering, bliver det Sara Olsvigs opgave at fungere som forhandlingsleder. I alt har fem partier fået stemmer nok til at få mandater i Landstinget, Inatsisartut. Det er foruden Siumut og IA partierne Atassut, Demokraterne (Kalallit Nunaani Demokraatit), og Naleraq.",Kristian Basballe- Nuuk og Maja Lærke Maach,Politik,2014-11-29T06:51:00+00:00,https://www.dr.dk/nyheder/politik/dr-i-groenland-partikongen-i-blaa-anorak-modtaget-som-rockstjerne,DR
Naturen vi overser,"Der findes mange vilde, grønne pletter derude, som ikke gør meget væsen af sig. Men det gør dem ikke mindre værdifulde.",Integrer cykelstien med det oprindelige miljø Mærk historien i bybilledet,"De findes rundt omkring os, men det er ikke altid, vi lægger mærke til dem. De små lommer af vild natur. Men det gør dem ikke mindre værdifulde. For selv natur, der i størrelse og pragt ikke gør meget væsen af sig, er vigtig for dyrelivet. Tag for eksempel det lidt unseelige grønne område omkring den gamle nedlagte banetracé ved Amagerbanen i København. Planen er, at det skal fjernes for at give rum til en supercykelsti, og det kan i sidste ende få konsekvenser for naboernes naturoplevelser i det daglige. For uden grønt krat tæt på, ingen småfugle, sommerfugle, vilde brombær og så videre at nyde godt af, fortæller Anders Michaelsen, der er biolog hos Biomedia til Natursyn på P1: - Det er ikke altid kun det enkelte område i sig selv. Men det udgør en del af et netværk, der er et led i en natur- og dyreinfrastruktur, som binder det hele lidt sammen. Og det er den samlede sum af områder, der bestemmer, hvor meget liv, der kan være. - Jo færre man har af de her krat, hvor småfuglene kan lave deres reder, jo mindre vil man eksempelvis høre fuglestemmer, siger han. Hør reportagen i Natursyn på P1 Majken Hviid er antropolog, og hun er optaget af at få delt viden om det vilde, grønne område ved Amagerbanen. Hun vil sætte skilte op, der gør brugere af området opmærksomme på stedets natur- og kulturværdier og historie. Og hun håber på, at det oprindelige miljø integreres i det nye, hvis der skal laves ny cykelstil. - Jeg håber, man kigger på det eksisterende, inden man jævner det hele med jorden. Fordi her er både nogle natur- og kulturværdier, som man kunne tage med videre. Der er nogle kvaliteter, og der er et miljø, som opstår, når naturen får lov at vokse vildt. Og der er en historie, som man godt kan formidle, også for at bevare lidt af atmosfæren her, når man skal lave det nye område, siger hun. Majken Hviid gør også opmærksom på naturens værdi i et byrum, fordi den skaber noget uforudsigeligt, som gør, at det bliver interessant i en verden, hvor vi konstant er overvåget i gadebilledet. Kristian Hasselbalch Jensen er historiker på Københavns Museum, og han mener også, det kunne fungerer ret godt at beholde lidt af historien i bybilledet. - Det er jo en del af Amagers lokale transporthistorie, men det er også en del af den danske trafikhistorie. Man kunne jo bevare nogle af skinnerne og integrere dem i cykelstien, så man kunne cykle henover dem. Og man kunne lægge nogle skilte ned eller formidle det på en eller anden måde, så københavnerne i dag kan mærke nærheden til historien, siger han.",Dorte Dalgaard,,2014-11-21T14:23:00+00:00,https://www.dr.dk/nyheder/viden/naturvidenskab/naturen-vi-overser,DR
Gode råd: Tjek flysikkerheden inden du flyver,"Det er generelt sikkert at flyve, men hvis du rejser i mere eksotiske lande, kan det være godt at tjekke sikkerheden.",,"Det har aldrig været billigere at flyve, men de lave priser går ifølge flyekspert Hans Christian Stigaard ikke ud over sikkerheden – i hvert fald ikke i de europæiske lufthavne. - Overordnet set er sikkerheden i næsten alle de europæiske lufthavne i top, siger Hans Christian Stigaard, der gennem ti år var ansvarlig for lufttrafikken i Københavns Lufthavn, som han også kun kan sige god for. - I 2003-04 installerede vi et ground radar-system i Københavns Lufthavn. Det giver flyvelederne mulighed for fuldstændig nøjagtig at se, hvad der bevæger sig rundt i hele området – også når der er dårlig sigt. Derudover overholder lufthavnen de godkendte afstande mellem banerne, og der er fine ind- og udflyvningsforhold, siger han. Sådan er det dog ikke alle steder. Derfor har Hans Christian Stigaard nogle råd til, hvordan rejselystne selv kan tjekke sikkerheden, når de rejser i eksotiske lande.Fire gode råd Magasinet Penge ser nærmere på emnet og billige flybilletter i aften kl. 21:55 på DR1.",Steffen Koldborg/Barbara Christensen,Penge,2014-11-12T10:04:00+00:00,https://www.dr.dk/nyheder/penge/gode-raad-tjek-flysikkerheden-inden-du-flyver,DR
BILLEDER 160 Hubertusryttere red gennem mudder og et Dyrehaven klædt i efterår,,,,Carsten Thomsen,,2014-11-02 00:00:00,https://www.dr.dk/Nyheder/Billedserier/2014/11/02162818.htm?focusId=3518104,DR
Billede afslører nyt om planetdannelse,Et nyt billede fra teleskopet ALMA afslører ekstraordinært fine detaljer om en planetdannende skive omkring en ung stjerne.,Billedet revolutionerer teorier om planetdannelse,"VIDENSKABSBILLEDET ALMA teleskopet har taget sit hidtil skarpeste billede. Noget, der kun var muligt, fordi teleskopets antenner var placeret med hele 15 kilometers afstand. Forskerne bag mener derfor, at billedet er en både teknologisk, videnskabelig og ingeniørmæssig milepæl. Så billedet ser ganske vist uskarpt ud her, men det er faktisk i så høj opløsning, at ikke engang billeder fra Hubble Space Teleskopet kan måle sig med det. Billedet viser den én million år gamle sollignende stjerne, HL Tauri, som findes 450 lysår fra jorden i tyrens stjernebillede. Omkring stjernen ligger en skive, som består af lyse ringe, adskilt af mørke mellemrum. Og netop i de mørke mellemrum, mener forskerne, at planeter bliver dannet. Observationen er overraskende, fordi HL Tauri er en ung stjerne, og unge stjerner burde i teorien ikke danne planeter. Catherine Vlahakis, som forsker ved ALMA Deputy Programmet, skriver på observatoriets hjemmeside: - Dette billede alene vil revolutionere teorier om planetdannelse.",Nynne Sørgaard,Viden,2014-11-06T17:30:00+00:00,https://www.dr.dk/nyheder/viden/billede-afsloerer-nyt-om-planetdannelse,DR
Dansk YouTube-stjerne udgiver bog,"YouTube-brugeren Kristine Sloth er kun 15 år, men hendes kanal er en af Danmarks mest fulgte på det sociale medie. I dag udgiver hun så sin første bog.",Bøger er kun for kendisser Kendte ikke Peoples Press Bogversion af YouTube-kanalen Det startede med mobning Sletter de grove kommentarer,"Kristine Sloth er en helt almindelig teenagepige og så alligevel ikke, for hun har en af Danmarks mest fulgte YouTube-kanaler, hvor over 64.000 fans trofast følger med i hendes tanker, om blandt andet mode, makeup og mobning. Hun er kendt for sine personlige videoer og kom i første omgang frem, da hun fortalte sin egen historie om det at blive mobbet. Sidenhen har det taget fart og udover YouTube-kanalen, bloggen og Instagram-profilen, så er den 15-årige aalborgenser nu ude med sin første bog 'Min verden'. Det hele startede med en e-mail fra forlaget People's Press, som Kristine så, mens hun var ude og spise middag med sin far før de skulle i biografen. I beskeden spurgte forlaget den unge YouTube-stjerne, om hun var interesseret i at lave en bog, og det kom som en stor overraskelse for Kristine, da det ""i hendes hoved kun var meget store kendisser, som fik skrevet bøger om dem"". - Det er vildt at gå fra at være den der lille én, der blev mobbet, som jeg var, til at der skulle skrives en bog om min historie og hvordan jeg har bekæmpet det. Det synes jeg var vildt og bare det fedeste nogensinde, siger Kristine til DR Kultur. Da forlagets tilbud kom ind, skulle Kristines far lige have styr på detaljerne omkring projektet, mens Kristine, som hun selv siger det ""bare synes det var det fedeste"". - Jeg havde aldrig hørt om People's Press før. Der gik nogle dage før vi svarede, for vi skulle selvfølgelig lige snakke det i gennem. Det er jo et kæmpestort projekt i familien. Min far står rigtig meget for der med business, for det kan jeg ikke selv rumme med skolen og sådan noget, siger Kristine. Det er en forfatter, der har skrevet bogen efter mange samtaler og møder med den unge Youtube-stjerne og den er ifølge Kristine ikke særlig teksttung, da hun ikke selv bryder sig synderligt meget om at læse. Til gengæld er der masser af billeder, hvoraf nogle er fra Kristines egen Instagram-profil og andre er blevet taget af hendes onkel, som er professionel fotograf. På den måde bliver det en slags bogversion af hendes YouTube-kanal. Ifølge Kristine er det også blevet til en meget personlig bog, nærmest dagbogsagtig, hvor tiden som mobbeoffer blandt andet bliver behandlet. Det var nemlig mobningsperioden der startede hendes YouTube-karriere og hun håber nu med bogen at kunne nå ud til et endnu bredere publikum og hjælpe andre der har brug for noget ekstra støtte. - Dengang jeg startede på YouTube tænkte jeg, at der var brug for en slags kilde, hvor folk kunne få noget hjælp. For det manglede jeg dengang. Jeg ville gerne nå ud til nogen, og jeg følte ikke rigtigt, at jeg kunne hjælpe folk ved bare at snakke med dem. For så kunne jeg jo ikke nå ud til alle, siger hun. Hun startede med nogle makeup-videoer, hvor hun indimellem også lod personlige detaljer indgå og derfra byggede hun på og lod det udvikle sig. I starten kunne det godt være lidt svært, når der kom negative kommentarer under et indslag, men efterhånden har hun lært at abstrahere fra det. - I starten slettede jeg meget kommentarerne. Det kan jeg også godt finde på at gøre nu, hvis de er for grove og går ud over de andre følgere. For mine følgere går i forsvarsposition og så kan der komme lange diskussioner under mine videoer, hvor jeg ikke synes det er det, som min positive kanal skal gå ud på, siger hun. Bogen 'Min verden' udkom mandag den 3. november. Her kan du se en video fra Kristine Sloths YouTube-kanal: https://www.youtube.com/watch?v=_XVBj3NPLh0&list=PLQJc0AKwP-alOwUexZx1rvMI7Y0KB0NlR",Sarah Skov Jørgensen,Bøger,2014-11-03T15:29:00+00:00,https://www.dr.dk/nyheder/kultur/boeger/dansk-youtube-stjerne-udgiver-bog,DR
Hvad gør Obama nu? Her er præsidentens værktøjskasse,Dekreter og vetoer kan blive præsident Barack Obamas vigtigste redskaber de næste to år.,Sådan får Obama sin politik igennem Sådan blokerer Obama for Kongressen,"Resultatet af midtvejsvalget i USA betyder, at præsident Barack Obama nu har et flertal imod sig i både Senatet og Repræsentanternes hus. Det betyder dog ikke, at Obama vil være handlingslammet i de sidste to år af sin tid i Det hvide hus. Og det republikanske flertal i Kongressen kan heller ikke uden videre blæse præsidenten omkuld, rent politisk. Men det kræver, at præsidenten benytter sig at magtmidler, som han i høj grad er veget udenom indtil nu. Amerikanske præsidenter har mulighed for at indføre regler, regulering og instrukser per dekret - de såkaldte executive orders. Executive orders kan have næsten samme virkning som en lov - men de er nemmere at omstøde af kommende præsidenter, end love er. Barack Obama har hidtil været ret afholdende i brugen af dekreter. Men det ventes, at han vil bruge værktøjet hyppigere, nu da Republikanerne har sat sig på hele Kongressen. Præsidenten er på vej med en executive order, der handler om immigration, skriver USA Today. Og senere kan dekreterne komme i spil på klima- og miljøområdet. I alle tre tilfælde står præsidenten og Republikanerne meget langt fra hinanden. Med flertallet i Kongressen kan Republikanerne nu presse Obama på forskellige måder. De kan for eksempel stille lovforslag, som de ved, præsidenten er imod. Men på samme måde som præsidenten kan føre politik uden om Kongressen, har han mulighed for at blokere Kongressens initiativer. USA's præsident skal underskrive alle amerikanske love - og han har ret til at nedlægge veto, hvis han ikke kan stå inde for indholdet. Man kan dog sagtens forestille sig, at Republikanerne vil fremsætte lovforslag alligevel. Formålet skulle i så fald være at få Obama til at fremstå magtfuldkommen, fordi han bliver tvunget til at bruge de tungeste midler i værktøjskassen. Faktisk har Republikanerne allerede en plan om at fremsætte populære lovforslag for at tvinge Obama til at nedlægge veto, skriver Business Insider - et redskab Obama kun har brugt to gange i sin embedsperiode.",Jakob Busk Olsen,Udland,2014-11-05T12:56:00+00:00,https://www.dr.dk/nyheder/udland/hvad-goer-obama-nu-her-er-praesidentens-vaerktoejskasse,DR
BILLEDER Berlinmuren rundt i verden,,,,Carsten Thomsen,,2014-11-09 00:00:00,https://www.dr.dk/nyheder/billedserier/2014/11/08164438.htm?focusId=3518861,DR
Portræt: Temperamentsfuld socialdemokrat skal styre 200 lande,Mogens Lykketoft bliver ny formand for FN's 70. generalforsamling fra september.,"""Aldrig mere"" Kritik af sine egne Kuppet mod Auken Dansk økonomi kom på fode under Lykketoft Starter til næste år","Regeringen har med statsminister Helle Thorning-Schmidt (S) i spidsen i flere år arbejdet på at skaffe Mogens Lykketoft (S) en FN-toppost. Det er nu lykkedes. Folketingsformand Mogens Lykketoft bliver formand for FN's generalforsamling til september, og dermed forlader en af Socialdemokraternes største interne kritikere dansk politik for en stund. Mogens Lykketoft har som folketingsformand og nestor i Socialdemokraterne ved flere lejligheder skabt kontroversielle overskrifter siden folketingsvalget i 2011. Bare det at blive valgt som formand for Folketinget var ikke uproblematisk. Mogens Lykketoft blev i første omgang afvist af Venstre på grund af hans temperament. Netop evnen til at balancere i den politiske - og diplomatiske - verden får han endnu mere brug for, når han skal forsøge at dirigere FN's knap 200 medlemslande. At Mogens Lykketoft har temperament kunne man også se i dokumentarfilmen ""Lykketoft Finale"", som skildrer hans kamp for at blive valgt til statsminister i 2005. I en scene i filmen skal han mødes med den daværende svenske statsminister, Göran Persson, i en dansk børnehave. Men på grund af en aftale med TV2 og et dårligt signal når Lykketoft aldrig med Göran Persson ind i børnehaven, og efterfølgende er han rasende: - Jeg gør det aldrig mere. Aldrig! Mogens Lykketofts temperament har i de seneste år også vist andre sider af sit temperament og klare holdninger. Han er således ikke bleg for at kritisere regeringen og særligt sit eget parti, som han eksempelvis har revset for at sænke selskabsskatten og droppe den øremærkede barsel til mænd. Lykketoft blandede sig desuden i dagpengedebatten i foråret, da han i en klumme skrev, at regeringens ""midlertidige opblødninger på dagpengeforringelserne er ufuldkomne og forsvinder for hurtigt igen"". Mogens Lykketoft var også ude med riven efter Socialdemokraterne, da han konstaterede, at ""et halvt århundreds kamp er kuldsejlet"" i sagen om børnechecken. Den 68-årige socialdemokrat har også formået at skabe internationale overskrifter. Det skete da han lagde sig ud med Israel, der nægtede formanden adgang til Gaza, fordi han skulle mødes med palæstinensiske repræsentanter, men ikke israelske. Mogens Lykketoft gik for alvor ind i politik, da han i 1965 - året efter sin matematiske studentereksamen - blev en del af ledelsen i det socialdemokratiske studenterforbund Frit Forum. Han fik løbende en række øvrige hverv i partiet, og i 1981 blev han første gang valgt til Folketinget. Han har siddet der lige siden. Mogens Lykketoft var en af chefstrategerne bag kuppet mod Socialdemokraternes tidligere formand Svend Auken i 1992. Op til det legendariske formandsopgør mellem Svend Auken og Poul Nyrup Rasmussen var det Mogens Lykketoft og hans daværende kone, Jytte Hilden, der var med til at overtale Nyrup til at gå efter Aukens formandspost. Det skete ifølge Poul Nyrup Rasmussen selv ved Nyrups køkkenbord i januar 1992. Omkring tre måneder senere overtog Poul Nyrup formandsposten fra Svend Auken efter kampvalg. Året efter blev Mogens Lykketoft udpeget til den magtfulde post som finansminister i Poul Nyrup Rasmussens første regering. Det afstedkom noget af hans vigtigste politiske arbejde, da han stod i spidsen for genopretningen af dansk økonomi. Finansminister Lykketoft havde dog også en stor del af ansvaret for salget af den danske stats aktier i Tele Danmark. Et salg, som Lykketoft i 2010 erkendte var en fejl. I 2000 skiftede Lykketoft til jobbet som udenrigsminister. Det varede dog kun i kort tid, for året efter udskrev Nyrup valg, og det førte til et magtskifte i dansk politik. Anders Fogh Rasmussen og VKO kom til. Ved næste folketingsvalg i 2005 forsøgte Mogens Lykketoft som Socialdemokraternes formand at genvinde magten. Her oplevede han ifølge Ritzau, at journalisterne interesserede sig mere for hans hedengangne fipskæg end hans politik. Han har ofte beklaget sig de personlige omkostninger ved politik og har forsøgt at holde sit privatliv udenfor. Mogens Lykketoft starter i sit kommende job som formand for FN's 70. generalforsamling den 15. september 2015. Formandskabet roterer årligt mellem de fem valggrupper i FN, og derfor bliver Mogens Lykketofts opgave i FN afsluttet efter et år. Han genopstiller til Folketinget, og hvis han bliver genvalgt, vil han tage orlov fra Folketinget under sit FN-formandskab.",Johan Blem Larsen,Politik,2014-11-27T07:00:00+00:00,https://www.dr.dk/nyheder/politik/portraet-temperamentsfuld-socialdemokrat-skal-styre-200-lande,DR
FAKTA Forstå BNP på to minutter,"Bruttonationalproduktet viser, om vores økonomi vokser eller skrumper. Fordi andre lande bruger samme metode, kan vi sammenligne os med dem.",,"Fire gange om året kommer det tal, der viser, hvordan det går med dansk økonomi: Bruttonationalproduktet, der i daglig tale bliver kaldt BNP, er et mål for værdien af den samlede arbejdsindsats i et land. Det er den samlede værdi af landets produktion i løbet af en periode, fratrukket udgiften til råvarer og hjælpestoffer i samme periode. FN har opstillet nogle kriterier for opgørelsen af BNP, og fordi de fleste lande bruger de kriterier, bliver det muligt at sammenligne de enkelte landes økonomier med hinanden. Har kan du læse, hvordan det går for Danmark - sammenlignet med de øvrige EU-lande. Kilder: Danmarks Statistik, www.e-conomic.dk og /ritzau/",Barbara Christensen,Penge,2014-11-28T10:47:00+00:00,https://www.dr.dk/nyheder/penge/fakta-forstaa-bnp-paa-minutter,DR
Moderne mennesker mister tarmbakterier,"Mennesker har meget færre arter af bakterier i tarmen sammenlignet med aberne. Og det ser ud til, at faldet er accelereret i industrialiserede samfund.",Faldet var stabilt gennem millioner af år En moderne livsstil presser bakterierne,"Bakterier i tarmen er afgørende for nedbrydning af det meste af den mad, vi spiser, dannelsen af vigtige vitaminer, og sandsynligvis også for udviklingen af fedme, diabetes, astma og andre lidelser. Nu har forskere opdaget, at vi mennesker har meget færre bakteriearter i tarmen sammenlignet med vores nærmeste slægtninge, og det kan have betydning for vores sundhed. Forskere fra University of Texas, Yale University og University of Pennsylvania undersøgte bakteriesammensætningen i bonoboer, gorillaer og chimpanser. Ved brug af DNA analyser kunne de afsløre en forskel på 60 procent mellem chimpansernes og menneskets bakteriesammensætning. Forskerne mener dog, at den ændring er sket langsomt og stabilt gennem de millioner af år, der er gået, siden vi delte en fælles forfader. Tabet af bakterietyper er størst i industrialiserede samfund Forskellen på 60 procent var dog kun gældende, når forskerne sammenlignede aberne med mennesker i ikke-industrialiserede samfund. Så forskerne derimod på forskellen mellem abernes tarm og amerikanernes tarm, så fandt de en forskel på 70 procent. Og ifølge en af forskerne bag projektet, professor Howard Ochman fra University og Texas, tyder den forskel på, at amerikanerne har mistet en stor del af diversiteten af bakterier i tarmen på blot få hundrede år eller endda færre. Forskerne mener, at forklaringen blandt andet skal findes i det moderne menneskes diæt med meget kød og mindre grønt. Nedbrydning af planter kræver nemlig mere komplekse bakteriesamfund, hvorimod kød ikke kræver nær ligeså stor en diversitet. En anden årsag kan være, at mennesker i industrialiserede samfund opholder sig mere indendørs, har et øget forbrug af antibakterielle sæber og rengøringsmidler, et øget forbrug af antibiotika, samt at flere bliver født ved kejsersnit, hvilket mindsker overførslen af bakterier fra mor til barn. Til sidst påpeger forskerne dog, at der også må være andre faktorer, der spiller ind, siden forskellen er så stor mellem chimpanser og mennesker.",Nynne Sørgaard,,2014-11-05T12:30:00+00:00,https://www.dr.dk/nyheder/viden/naturvidenskab/moderne-mennesker-mister-tarmbakterier,DR
Vi gider ikke bindingsværk og gamle huse,"Gamle huse virker afskrækkende. På landet er hver femte tomme bolig bygget før år 1900. Flytter ingen ind, sætter forfaldet ind, og spindelvævet tager over.",Karlen og husmandens boliger står tomme Nyere huse savner også beboere,"Bindingsværk, stokroser og gamle bondegårde lyder romantisk, men det klinger også af vedligeholdelse, renovering og behov for en ”gør det selv mand”. I landkommunerne er hver femte tomme bolig bygget før år 1900. Det er svært at finde købere til de gamle huse, vurderer Thorkild Ærø, direktør i Statens Byggeforskningsinstitut under Aalborg Universitet. - Det er ikke sunde boliger, men typisk de ringeste boliger, der ikke bliver brugt, siger han. Når der i forvejen er mange boliger til salg, går køberne let i en bue uden om de ældste boliger, der trænger til mere end en kærlig hånd. De mange ubeboede boliger på landet, vidner om udviklingen i landbruget. Engang var der mange smågårde. Mange arbejdede på landet, og karle og medhjælpere boede i de små huse. I dag er bedrifterne store, og maskiner har for længst afløst mennesker som arbejdskraft, forklarer Thorkild Ærø. - Landbrugene bliver større og større. De huse, som bliver overflødige, er ofte de mindste husmandsboliger, hvor jorden er frastykket. Statens Byggeforskningsinstitut anbefaler en screening, så det bliver klart, hvilke tomme boliger på landet, der er i så god stand, at de er værd at bevare. Men også hvilke boliger, der er så gamle, at de trænger til at blive slettet fra matrikelkortet. Det er dog langt fra alle tomme huse på landet, som er ubeboelige. Hver sjette er faktisk bygget efter 1980. På Lolland har Jørgen Danielsen været ejendomsmægler i mere end 25 år. Han oplever, at selv rimelige boliger forfalder og ender med at blive revet ned. - Der er ingen til at købe husene. De unge flytter fra Lolland. Seniorgenerationen fra København købte førhen boliger på Lolland for at nyde deres otium, men den trafik er død under finanskrisen, fortæller han. Ejendomsmægleren ærgrer sig over, at huse forfalder, som med lidt istandsættelse kunne blive udmærkede boliger. - Jeg ville gerne sælge til tyskerne, så vi slap for at rive ned, siger han.",Kåre Kildall Rysgaard,Indland,2014-11-28T08:05:00+00:00,https://www.dr.dk/nyheder/indland/vi-gider-ikke-bindingsvaerk-og-gamle-huse,DR
Bokseklubber er truet af dyre hjernescanninger,"Det slår bokseklubberne ud, når de skal betale op til op til 2000 kroner per medlem til årlige hjernescanninger. Formand for Dansk Amatør Bokse Union foreslår, at bokserne selv betaler.","""Bokserne skal da selv betale"" Unge boksere har ikke penge nok","Nye regler fra Sundhedsstyrelsen dikterer, at alle kampboksere skal have en scanning en gang om året. Den påkrævede undersøgelse koster i omegnen af 1500 til 2000 kroner per styk, og det er en stor udgiftspost for de små klubber, der har problemer med at skaffe de fornødne penge. Scanningsreglen har store konsekvenser i bokseklubben BK Ringen i Odense. - De 16 boksere vi har haft til lægeundersøgelse koster os omkring 39.000 i alt. Det betyder, at om seks et halvt år vil klubben lukke, fordi vi simpelthen ikke har råd til det, siger formand i BK Ringen, Johnny Hansen.  BK Ringen har lige som bokseklubben Rollo i Svendborg aflyst stævner i efteråret, fordi de ikke har råd til at give alle boksere de nødvendige undersøgelser. - Løsningen på problemet kunne være, at man satte prisen ned på scanningerne. Det ville betyde meget for klubberne, lyder det fra Johnny Hansen. Men ifølge formanden for Dansk Amatør Bokse Union, Benny Jørgensen, er scanningerne slet ikke klubbernes opgave. Dem må bokserne selv betale. - Jeg mener, det er helt rimeligt, at bokserne selv betaler. Hvis det er sådan, at de er under uddannelse og ikke har midlerne, så har de vel nogle forældre der kan spytte lidt i kassen. Det burde forældrene jo også være interesseret i, siger han. Men den løsning køber Johnny Hansen fra BK Ringen ikke, fordi de unge der blive tiltrukket af boksesporten ofte kommer fra trangere kår. - Mange af de unge mennesker, vi har med at gøre i klubberne, er ikke ved muffen, så de har svært ved at stampe de penge op, der skal til, siger han. Benny Jørgensen kæmper for at få ændret reglen om en årlig scanning, så det i stedet bliver til en hjernescanning efter hver 25. kamp.",Marie Kjempff,Fyn,2014-11-04T14:22:00+00:00,https://www.dr.dk/nyheder/regionale/fyn/bokseklubber-er-truet-af-dyre-hjernescanninger,DR
Nyt udvalg skal forhindre flere politiske nødløgne,"Tidligere højesteretspræsident skal lede udvalg, der skal genskabe tillid mellem Folketinget og embedsværket.",Bødskov fældet af nødløgn Trussel mod retsudvalg,"Regeringen vil snart nedsætte et udvalg med den tidligere højesteretspræsident Børge Dahl i spidsen. Udvalget skal forhindre såkaldte politiske nødløgne i at brede sig i fremtiden, skriver Politiken. Ifølge avisens oplysninger skal udvalget bestå af fem personer, der foruden Børge Dahl bliver to sagkyndige eksperter på professorniveau og to folketingsmedlemmer fra hver sin fløj af Folketinget. Regeringen nedsætter udvalget i kølvandet på sagen om den såkaldte nødløgn, der handlede om begrundelsen for, at Folketingets retsudvalg aflyste en studietur til Christiania. Udvalgets opgave bliver at komme med en løsning, der sikrer, at ministre skal give korrekte og fyldestgørende oplysninger til Folketinget, skriver Politiken. Justitsminister Mette Frederiksen (S) mødes onsdag morgen med Folketingets retsordførere om det kommende udvalg, som blev sat i støbeskeen under hendes forgænger på posten, Karen Hækkerup. Karen Hækkerups forgænger på den fremtrædende post, Morten Bødskov (S), blev selv fældet af nødløgnen og måtte forlade stillingen. Med baggrund i en undersøgelse fra Kammeradvokaten valgte Karen Hækkerup efterfølgende at fyre den daværende departementschef, Anne Kristine Axelsson. Men i en efterfølgende tjenestemandssag blev hun og afdelingschef Jens-Christian Bülow frikendt, da der ifølge den tidligere højesteretsdommer Per Sørensen, som var lederen af de tjenstlige forhør, var tale om en forklarlig og undskyldelig nødløgn, da det på daværende tidspunkt ikke var muligt at give den reelle begrundelse for aflysning. Den reelle begrundelse var som bekendt, at der ifølge Politiets Efterretningstjeneste var en trussel mod retsudvalgets medlemmer. Det er netop blåstemplingen af nødløgnen, som samtlige af Folketingets partier har protesteret over, der nu fører til nedsættelsen af det nye udvalg, erfarer Politiken. /ritzau/",,Politik,2014-11-19T04:55:00+00:00,https://www.dr.dk/nyheder/politik/nyt-udvalg-skal-forhindre-flere-politiske-noedloegne,DR
